Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
221,John Jenkins\jenkijo01,SG,25,PHO,4,0,3.3,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,0.5,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
222,Brandon Jennings\jennibr01,PG,27,TOT,72,11,22.7,2.5,6.9,.370,1.1,3.3,.323,1.5,3.6,.413,.447,1.5,2.0,.747,0.4,2.1,2.4,5.0,0.9,0.1,1.7,1.4,7.7
222,Brandon Jennings\jennibr01,PG,27,NYK,58,11,24.6,2.8,7.4,.380,1.2,3.4,.340,1.6,3.9,.415,.459,1.8,2.3,.756,0.4,2.2,2.6,4.9,0.9,0.1,1.8,1.4,8.6
222,Brandon Jennings\jennibr01,PG,27,WAS,14,0,14.9,1.4,4.6,.308,0.6,2.5,.229,0.9,2.1,.400,.369,0.5,0.8,.636,0.4,1.3,1.6,5.4,0.5,0.0,0.9,1.1,3.9
223,Jonas Jerebko\jerebjo01,PF,29,BOS,69,6,16.3,1.5,3.4,.441,0.6,1.7,.350,0.9,1.7,.529,.528,0.3,0.4,.793,0.8,2.6,3.4,0.8,0.4,0.2,0.5,1.6,3.9
224,Amir Johnson\johnsam01,PF,29,BOS,72,69,20.1,2.6,4.7,.561,0.3,0.8,.373,2.3,3.8,.601,.594,0.8,1.3,.659,1.5,3.1,4.6,1.7,0.6,0.8,1.0,2.7,6.4
225,Brice Johnson\johnsbr02,PF,22,LAC,2,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.5,1.0,1.5,0.5,0.5,0.5,0.5,0.0,1.0
226,James Johnson\johnsja01,PF,29,MIA,66,0,26.7,4.7,9.7,.479,1.1,3.3,.343,3.5,6.4,.548,.537,1.8,2.7,.688,0.8,3.9,4.8,3.5,1.0,1.2,2.1,2.6,12.3
227,Joe Johnson\johnsjo02,SF,35,UTA,69,14,23.3,3.3,7.8,.432,1.2,3.1,.383,2.2,4.7,.464,.508,0.8,1.0,.836,0.5,2.6,3.1,1.7,0.4,0.2,0.9,1.2,8.7
228,Stanley Johnson\johnsst04,SF,20,DET,68,0,17.0,1.7,4.6,.371,0.5,1.9,.286,1.2,2.7,.429,.429,0.5,0.8,.667,0.5,1.9,2.4,1.3,0.7,0.3,0.8,1.6,4.4
229,Tyler Johnson\johnsty01,PG,24,MIA,63,0,30.0,5.0,11.4,.436,1.2,3.4,.355,3.7,7.9,.471,.490,2.6,3.4,.771,0.7,3.4,4.0,3.3,1.2,0.6,1.2,2.4,13.7
230,Wesley Johnson\johnswe01,SF,29,LAC,64,3,12.1,1.1,3.0,.370,0.5,1.8,.259,0.7,1.3,.525,.445,0.2,0.3,.647,0.4,2.3,2.7,0.3,0.5,0.4,0.3,1.3,2.8
231,Nikola Jokic\jokicni01,C,21,DEN,63,49,27.4,6.6,11.3,.587,0.6,1.7,.352,6.0,9.6,.629,.614,2.6,3.1,.827,3.0,6.5,9.5,4.7,0.8,0.7,2.3,2.9,16.4
232,Damian Jones\jonesda03,C,21,GSW,9,0,7.3,0.7,1.4,.462,0.0,0.0,,0.7,1.4,.462,.462,0.3,0.9,.375,1.0,0.8,1.8,0.0,0.1,0.2,0.6,1.3,1.7
233,Derrick Jones\jonesde02,SF,19,PHO,23,5,13.4,1.5,2.6,.576,0.0,0.1,.000,1.5,2.5,.596,.576,0.7,1.0,.727,0.7,1.1,1.7,0.3,0.2,0.5,0.3,1.8,3.7
234,James Jones\jonesja02,SF,36,CLE,43,2,7.5,0.9,1.7,.534,0.7,1.3,.556,0.2,0.4,.474,.740,0.3,0.4,.647,0.0,0.7,0.7,0.3,0.1,0.2,0.2,0.8,2.8
235,Terrence Jones\joneste01,PF,25,TOT,53,12,23.9,4.4,9.2,.471,0.4,1.4,.253,4.0,7.8,.511,.491,1.9,3.2,.606,1.2,4.5,5.7,1.1,0.8,1.0,0.9,1.3,11.0
235,Terrence Jones\joneste01,PF,25,NOP,51,12,24.8,4.5,9.6,.473,0.4,1.5,.253,4.2,8.1,.513,.493,2.0,3.3,.606,1.3,4.7,5.9,1.1,0.8,1.0,0.9,1.3,11.5
235,Terrence Jones\joneste01,PF,25,MIL,2,0,2.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0
236,Tyus Jones\jonesty01,PG,20,MIN,50,0,12.9,1.2,3.0,.403,0.5,1.3,.359,0.7,1.7,.435,.480,0.6,0.7,.784,0.2,0.9,1.1,2.4,0.8,0.1,0.6,0.8,3.4
237,DeAndre Jordan\jordade01,C,28,LAC,73,73,31.5,5.0,7.0,.706,0.0,0.0,.000,5.0,7.0,.709,.706,2.5,5.1,.489,3.6,9.9,13.6,1.2,0.6,1.7,1.4,2.6,12.4
238,Cory Joseph\josepco01,SG,25,TOR,71,17,24.8,3.6,8.2,.446,0.6,1.6,.354,3.1,6.6,.468,.480,1.3,1.6,.788,0.6,2.2,2.8,3.2,0.8,0.1,1.2,1.7,9.1
239,Frank Kaminsky\kaminfr01,C,23,CHO,65,16,26.2,4.2,10.7,.395,1.5,4.7,.317,2.8,6.0,.457,.465,1.5,2.0,.752,0.8,3.9,4.7,2.1,0.7,0.5,1.0,1.8,11.5
240,Enes Kanter\kanteen01,C,24,OKC,61,0,21.6,5.7,10.2,.556,0.1,0.6,.139,5.6,9.6,.582,.560,3.1,3.9,.791,2.7,4.2,7.0,1.0,0.5,0.6,1.7,2.1,14.5
241,Ryan Kelly\kellyry01,PF,25,ATL,14,0,4.9,0.3,1.1,.267,0.1,0.4,.333,0.1,0.6,.222,.333,0.2,0.3,.750,0.0,0.9,0.9,0.4,0.3,0.1,0.2,0.3,0.9
242,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,71,71,29.1,3.6,7.6,.473,0.0,0.1,.111,3.6,7.5,.479,.474,1.8,2.3,.773,2.0,5.2,7.2,1.4,1.0,1.0,0.7,2.3,9.0
243,Sean Kilpatrick\kilpase01,SG,27,BRK,65,24,25.5,4.4,10.6,.411,1.5,4.4,.344,2.8,6.2,.459,.483,3.0,3.6,.841,0.3,3.7,4.0,2.3,0.7,0.1,2.0,1.8,13.3
244,Brandon Knight\knighbr03,SG,25,PHO,54,5,21.1,3.9,9.7,.398,0.8,2.6,.324,3.0,7.1,.425,.441,2.4,2.9,.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0
245,Kyle Korver\korveky01,SG,35,TOT,61,22,26.7,3.6,7.8,.462,2.4,5.4,.447,1.2,2.4,.497,.617,0.5,0.6,.892,0.1,2.6,2.8,1.7,0.5,0.3,1.1,1.6,10.2
245,Kyle Korver\korveky01,SG,35,ATL,32,21,27.9,3.4,7.7,.441,2.0,5.0,.409,1.3,2.7,.500,.573,0.8,0.8,.889,0.0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,9.5
245,Kyle Korver\korveky01,SG,35,CLE,29,1,25.3,3.9,8.0,.485,2.8,5.9,.482,1.0,2.1,.492,.662,0.3,0.3,.900,0.2,2.5,2.7,1.0,0.4,0.2,0.9,1.8,10.9
246,Kosta Koufos\koufoko01,C,27,SAC,70,61,19.8,3.0,5.5,.548,0.0,0.0,.000,3.0,5.5,.549,.548,0.5,0.9,.607,1.7,4.0,5.7,0.7,0.5,0.6,0.9,2.4,6.6
247,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,60,5,14.4,2.1,5.0,.421,0.8,2.4,.326,1.4,2.7,.503,.497,0.9,1.1,.828,0.7,1.2,1.9,1.0,0.5,0.2,0.7,1.2,5.9
248,Skal Labissiere\labissk01,PF,20,SAC,23,3,14.7,3.3,5.7,.576,0.0,0.2,.200,3.3,5.5,.591,.580,1.3,1.7,.725,1.5,3.2,4.7,0.7,0.4,0.3,1.1,1.3,7.9
249,Jeremy Lamb\lambje01,SG,24,CHO,52,5,18.4,3.5,7.8,.446,0.7,2.4,.290,2.8,5.5,.514,.490,1.7,2.1,.841,0.5,3.9,4.3,1.3,0.4,0.4,0.7,1.7,9.4
250,Nicolas Laprovittola\laproni01,PG,27,SAS,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
251,Joffrey Lauvergne\lauvejo01,C,25,TOT,61,1,14.4,2.1,4.8,.435,0.5,1.5,.333,1.6,3.3,.480,.486,0.7,1.1,.609,1.0,2.6,3.6,1.0,0.3,0.1,0.8,1.3,5.4
251,Joffrey Lauvergne\lauvejo01,C,25,OKC,50,0,14.8,2.2,4.9,.455,0.5,1.6,.346,1.7,3.3,.506,.510,0.7,1.2,.638,1.0,2.6,3.7,1.0,0.3,0.1,0.8,1.4,5.7
251,Joffrey Lauvergne\lauvejo01,C,25,CHI,11,1,12.5,1.5,4.5,.340,0.3,1.1,.250,1.3,3.5,.368,.370,0.5,1.0,.455,0.9,2.5,3.5,1.0,0.4,0.0,0.7,0.5,3.8
252,Zach LaVine\lavinza01,SG,21,MIN,47,47,37.2,6.9,15.1,.459,2.6,6.6,.387,4.4,8.5,.515,.544,2.5,3.0,.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9
253,Ty Lawson\lawsoty01,PG,29,SAC,64,22,25.1,3.3,7.6,.440,0.5,1.8,.289,2.8,5.8,.486,.474,2.2,2.7,.798,0.7,1.9,2.5,4.7,1.1,0.1,1.8,1.7,9.3
254,Jake Layman\laymaja01,SF,22,POR,29,0,5.9,0.7,2.1,.306,0.3,1.4,.244,0.3,0.7,.429,.387,0.4,0.6,.765,0.1,0.4,0.5,0.2,0.2,0.1,0.2,0.6,2.1
255,Courtney Lee\leeco01,SG,31,NYK,68,65,32.1,4.1,9.0,.454,1.4,3.5,.404,2.6,5.4,.486,.534,1.0,1.2,.861,0.7,2.7,3.4,2.3,1.0,0.3,0.9,1.9,10.6
256,David Lee\leeda02,PF,33,SAS,70,10,18.5,3.2,5.2,.612,0.0,0.0,,3.2,5.2,.612,.612,1.0,1.5,.709,1.8,3.8,5.6,1.5,0.4,0.5,1.0,1.6,7.4
257,Alex Len\lenal01,C,23,PHO,68,25,20.2,2.9,5.9,.495,0.0,0.2,.273,2.9,5.8,.501,.499,1.8,2.5,.712,2.0,4.6,6.6,0.6,0.5,1.3,1.3,3.1,7.7
258,Kawhi Leonard\leonaka01,SF,25,SAS,65,65,33.8,8.6,17.8,.485,2.0,5.2,.379,6.7,12.6,.529,.541,6.7,7.6,.884,1.1,4.8,5.9,3.5,1.8,0.7,2.1,1.7,26.0
259,Meyers Leonard\leoname01,PF,24,POR,64,7,15.8,1.9,5.0,.389,1.0,2.8,.344,1.0,2.2,.446,.486,0.5,0.6,.861,0.4,2.7,3.1,1.0,0.1,0.4,0.5,2.3,5.3
260,Jon Leuer\leuerjo01,PF,27,DET,67,28,26.7,4.4,8.9,.492,0.7,2.3,.306,3.7,6.6,.559,.533,1.3,1.5,.890,1.4,4.2,5.6,1.6,0.4,0.4,0.9,2.0,10.9
261,Caris LeVert\leverca01,SF,22,BRK,47,16,21.2,2.7,6.0,.451,1.0,3.0,.317,1.8,3.0,.585,.530,1.2,1.7,.722,0.5,2.6,3.1,1.9,1.0,0.1,1.0,1.5,7.6
262,DeAndre Liggins\liggide01,SG,28,CLE,55,19,13.0,0.9,2.3,.388,0.3,0.8,.386,0.6,1.5,.388,.453,0.4,0.6,.657,0.3,1.4,1.7,1.0,0.8,0.3,0.7,1.3,2.5
263,Damian Lillard\lillada01,PG,26,POR,67,67,35.8,8.9,19.7,.450,2.7,7.4,.369,6.1,12.3,.498,.519,6.4,7.1,.901,0.6,4.2,4.9,5.8,0.8,0.3,2.7,2.1,26.9
264,Jeremy Lin\linje01,PG,28,BRK,27,24,22.8,4.6,10.4,.446,1.5,4.1,.366,3.1,6.2,.500,.520,2.9,3.7,.790,0.2,2.9,3.0,4.8,0.9,0.4,2.3,1.9,13.7
265,Shaun Livingston\livinsh01,PG,31,GSW,66,2,17.5,2.2,4.2,.531,0.0,0.0,.000,2.2,4.1,.535,.531,0.5,0.8,.660,0.3,1.5,1.9,1.7,0.5,0.2,0.8,1.5,4.9
266,Shawn Long\longsh01,PF,24,PHI,9,0,10.2,2.7,4.1,.649,0.1,0.3,.333,2.6,3.8,.676,.662,1.7,2.9,.577,1.4,2.4,3.9,0.7,0.4,0.7,0.6,2.9,7.1
267,Kevon Looney\looneke01,C,20,GSW,52,4,8.5,1.1,2.0,.524,0.0,0.2,.222,1.0,1.8,.552,.533,0.4,0.7,.618,0.8,1.5,2.3,0.6,0.3,0.3,0.3,1.2,2.6
268,Brook Lopez\lopezbr01,C,28,BRK,66,66,29.6,7.4,15.6,.473,1.8,5.1,.349,5.6,10.5,.533,.530,4.0,5.0,.811,1.5,3.7,5.2,2.4,0.5,1.6,2.5,2.7,20.5
269,Robin Lopez\lopezro01,C,28,CHI,72,72,27.8,4.6,9.4,.491,0.0,0.0,.000,4.6,9.4,.493,.491,0.9,1.2,.719,3.1,3.3,6.4,1.0,0.2,1.5,1.1,1.9,10.2
270,Kevin Love\loveke01,PF,28,CLE,51,51,31.3,6.2,14.5,.430,2.5,6.6,.381,3.7,7.9,.471,.517,4.5,5.2,.875,2.5,8.5,11.0,1.8,0.9,0.4,2.0,1.8,19.5
271,Kyle Lowry\lowryky01,PG,30,TOR,56,56,37.7,7.2,15.5,.463,3.3,7.9,.417,3.9,7.6,.512,.570,5.1,6.1,.826,0.8,3.9,4.8,6.9,1.4,0.3,2.8,2.9,22.8
272,John Lucas III\lucasjo02,PG,34,MIN,5,0,2.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
273,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,59,9,14.6,1.6,4.0,.392,0.5,1.5,.308,1.1,2.5,.445,.451,1.2,1.5,.828,0.3,1.5,1.8,0.9,0.3,0.1,1.0,2.0,4.8
274,Trey Lyles\lylestr01,PF,21,UTA,66,4,17.1,2.4,6.5,.366,1.0,3.0,.320,1.4,3.5,.406,.441,0.8,1.1,.712,0.7,2.8,3.5,1.0,0.4,0.3,0.9,1.5,6.5
275,Shelvin Mack\macksh01,PG,26,UTA,46,9,21.4,3.0,6.7,.440,0.7,2.1,.316,2.3,4.6,.498,.490,0.8,1.2,.660,0.3,1.8,2.2,2.8,0.8,0.0,1.8,1.7,7.3
276,Ian Mahinmi\mahinia01,C,30,WAS,23,0,17.0,1.9,3.3,.571,0.0,0.0,,1.9,3.3,.571,.571,1.5,2.3,.642,1.5,3.0,4.5,0.5,1.0,0.8,1.1,2.6,5.3
277,Thon Maker\makerth01,PF,19,MIL,47,24,8.3,1.2,2.8,.424,0.5,1.3,.383,0.7,1.5,.458,.511,0.5,0.7,.676,0.5,1.1,1.6,0.3,0.2,0.4,0.2,1.3,3.4
278,Boban Marjanovic\marjabo01,C,28,DET,30,0,6.7,1.5,2.9,.523,0.0,0.0,,1.5,2.9,.523,.523,1.2,1.5,.800,1.0,1.9,3.0,0.2,0.1,0.3,0.2,0.5,4.3
279,Jarell Martin\martija01,PF,22,MEM,40,3,13.5,1.4,3.6,.378,0.2,0.6,.360,1.1,3.0,.381,.409,1.0,1.2,.792,0.9,2.9,3.9,0.2,0.4,0.2,0.7,2.3,3.9
280,Wesley Matthews\matthwe02,SG,30,DAL,66,66,34.5,4.6,11.8,.391,2.4,6.7,.367,2.2,5.2,.423,.494,2.2,2.7,.813,0.3,3.4,3.6,2.7,1.2,0.2,1.4,2.3,13.9
281,Luc Mbah a Moute\mbahalu01,PF,30,LAC,72,68,21.8,2.3,4.6,.494,0.5,1.3,.375,1.8,3.3,.543,.548,0.7,1.0,.726,0.6,1.6,2.3,0.5,1.0,0.4,0.6,1.5,5.8
282,James Michael McAdoo\mcadoja01,PF,24,GSW,43,0,8.7,1.2,2.2,.564,0.0,0.1,.000,1.2,2.1,.582,.564,0.4,0.8,.472,0.6,1.1,1.7,0.4,0.3,0.6,0.4,1.0,2.9
283,Patrick McCaw\mccawpa01,SG,21,GSW,62,15,14.9,1.5,3.3,.435,0.6,1.7,.346,0.9,1.6,.530,.524,0.4,0.5,.742,0.3,1.1,1.4,1.0,0.4,0.2,0.5,0.9,3.9
284,Sheldon McClellan\mcclesh01,SG,24,WAS,29,3,8.7,0.8,2.2,.375,0.2,0.9,.231,0.6,1.3,.474,.422,0.6,0.7,.857,0.1,0.9,1.0,0.5,0.3,0.1,0.1,0.6,2.5
285,C.J. McCollum\mccolcj01,SG,25,POR,72,72,35.0,8.8,18.0,.486,2.4,5.6,.423,6.4,12.4,.515,.553,3.4,3.7,.907,0.7,2.9,3.7,3.5,0.9,0.6,2.2,2.6,23.3
286,T.J. McConnell\mccontj01,PG,24,PHI,71,41,25.6,2.8,6.0,.468,0.1,0.6,.209,2.7,5.4,.497,.479,0.8,1.0,.789,0.5,2.6,3.0,6.3,1.6,0.1,1.8,1.8,6.5
287,Chris McCullough\mcculch01,PF,21,TOT,15,0,4.9,1.1,2.1,.516,0.1,0.4,.167,1.0,1.7,.600,.532,0.2,0.3,.600,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.5,2.4
287,Chris McCullough\mcculch01,PF,21,BRK,14,0,5.1,1.1,2.2,.516,0.1,0.4,.167,1.1,1.8,.600,.532,0.1,0.2,.667,0.6,0.6,1.2,0.1,0.1,0.1,0.1,0.5,2.5
287,Chris McCullough\mcculch01,PF,21,WAS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,K.J. McDaniels\mcdankj01,SF,23,TOT,42,0,8.8,1.4,2.9,.463,0.4,1.1,.319,1.0,1.8,.553,.524,0.5,0.5,.870,0.3,1.0,1.4,0.2,0.4,0.3,0.5,1.0,3.5
288,K.J. McDaniels\mcdankj01,SF,23,HOU,29,0,7.3,1.1,2.3,.456,0.3,0.9,.333,0.8,1.4,.537,.522,0.3,0.3,.900,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,2.8
288,K.J. McDaniels\mcdankj01,SF,23,BRK,13,0,12.2,2.0,4.2,.473,0.5,1.5,.300,1.5,2.7,.571,.527,0.8,1.0,.846,0.6,1.5,2.1,0.5,0.6,0.3,0.7,1.5,5.3
289,Doug McDermott\mcderdo01,SF,25,TOT,58,4,23.7,3.6,8.0,.444,1.2,3.2,.372,2.4,4.8,.493,.519,1.2,1.3,.883,0.3,2.5,2.8,1.0,0.2,0.1,0.6,1.3,9.5
289,Doug McDermott\mcderdo01,SF,25,CHI,44,4,24.5,3.8,8.5,.445,1.3,3.4,.376,2.5,5.1,.491,.520,1.3,1.5,.881,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2
289,Doug McDermott\mcderdo01,SF,25,OKC,14,0,21.0,2.9,6.6,.441,1.0,2.8,.359,1.9,3.9,.500,.516,0.6,0.7,.900,0.2,2.0,2.2,0.8,0.0,0.0,0.4,1.1,7.5
290,JaVale McGee\mcgeeja01,C,29,GSW,67,10,9.3,2.5,3.9,.644,0.0,0.1,.000,2.5,3.9,.654,.644,0.7,1.4,.500,1.2,1.9,3.1,0.2,0.2,0.7,0.5,1.4,5.8
291,Rodney McGruder\mcgruro01,SG,25,MIA,68,55,25.2,2.4,5.8,.414,1.0,2.8,.346,1.4,3.0,.478,.497,0.6,0.9,.629,1.3,2.0,3.3,1.5,0.6,0.3,0.6,1.8,6.3
292,Ben McLemore\mclembe01,SG,23,SAC,51,25,18.3,2.6,6.3,.414,1.0,2.6,.385,1.6,3.6,.435,.495,0.9,1.1,.776,0.3,1.4,1.7,0.8,0.5,0.1,0.9,1.5,7.1
293,Jordan McRae\mcraejo01,SG,25,CLE,37,4,10.4,1.6,4.1,.387,0.5,1.4,.353,1.1,2.7,.404,.447,0.7,0.9,.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4
294,Josh McRoberts\mcrobjo01,PF,29,MIA,22,14,17.3,2.0,5.4,.373,0.6,1.4,.419,1.4,4.0,.356,.428,0.3,0.4,.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9
295,Jodie Meeks\meeksjo01,SG,29,ORL,27,9,21.4,3.0,7.2,.410,1.6,3.7,.420,1.4,3.5,.400,.518,1.7,2.0,.868,0.1,2.1,2.3,1.4,1.0,0.1,0.9,1.1,9.2
296,Salah Mejri\mejrisa01,C,30,DAL,65,11,12.5,1.1,1.7,.627,0.0,0.0,.000,1.1,1.7,.639,.627,0.4,0.7,.609,1.3,3.0,4.3,0.2,0.5,0.9,0.6,2.1,2.6
297,Jordan Mickey\mickejo01,PF,22,BOS,23,1,5.9,0.7,1.4,.455,0.0,0.0,.000,0.7,1.4,.469,.455,0.3,0.5,.583,0.6,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.6
298,Khris Middleton\middlkh01,SG,25,MIL,20,14,29.0,5.1,10.9,.468,1.5,3.2,.453,3.7,7.7,.474,.534,3.3,3.8,.880,0.3,3.4,3.6,3.6,1.4,0.3,2.4,2.6,15.0
299,C.J. Miles\milescj01,SF,29,IND,66,29,23.5,3.7,8.5,.435,2.2,5.4,.413,1.5,3.1,.473,.567,1.0,1.1,.893,0.3,2.6,2.9,0.6,0.6,0.4,0.5,2.1,10.7
300,Mike Miller\millemi01,SF,36,DEN,16,0,5.3,0.4,0.9,.429,0.4,0.8,.500,0.0,0.1,.000,.643,0.1,0.1,1.000,0.1,1.1,1.3,0.8,0.1,0.0,0.6,0.4,1.3
301,Patty Mills\millspa02,PG,28,SAS,71,7,22.1,3.6,8.0,.445,1.9,4.6,.415,1.7,3.4,.486,.564,0.8,1.0,.845,0.3,1.4,1.7,3.5,0.8,0.0,1.3,1.4,9.9
302,Paul Millsap\millspa01,PF,31,ATL,65,65,34.3,6.3,14.2,.443,1.1,3.5,.314,5.2,10.7,.485,.482,4.4,5.8,.761,1.6,6.1,7.7,3.8,1.3,1.0,2.3,2.7,18.1
303,Nikola Mirotic\mirotni01,PF,25,CHI,61,6,23.3,3.4,8.5,.400,1.6,5.1,.318,1.8,3.4,.524,.496,1.4,1.8,.757,0.8,4.3,5.1,1.0,0.7,0.8,1.1,1.8,9.8
304,Greg Monroe\monrogr01,C,26,MIL,71,0,22.5,4.8,9.1,.529,0.0,0.0,.000,4.8,9.1,.530,.529,2.3,3.0,.744,2.1,4.5,6.7,2.3,1.2,0.5,1.6,2.1,11.9
305,E'Twaun Moore\mooreet01,SG,27,NOP,65,21,25.3,4.0,8.7,.457,1.1,2.9,.383,2.9,5.8,.495,.521,0.7,0.9,.767,0.5,1.7,2.1,2.3,0.7,0.4,0.9,1.9,9.8
306,Marcus Morris\morrima03,SF,27,DET,72,72,32.9,5.3,12.8,.414,1.5,4.6,.323,3.8,8.2,.466,.473,1.9,2.4,.786,1.0,3.7,4.7,2.1,0.7,0.3,1.1,2.0,14.0
307,Markieff Morris\morrima02,PF,27,WAS,69,69,31.8,5.3,11.8,.451,0.9,2.6,.347,4.4,9.2,.480,.488,2.5,3.0,.831,1.4,5.1,6.6,1.8,1.1,0.6,1.7,3.4,14.0
308,Anthony Morrow\morroan01,SG,31,TOT,44,7,14.9,2.1,5.3,.394,0.9,2.8,.309,1.2,2.5,.491,.476,0.6,0.7,.897,0.3,0.4,0.7,0.4,0.5,0.0,0.2,0.9,5.6
308,Anthony Morrow\morroan01,SG,31,OKC,40,7,15.7,2.2,5.6,.387,0.9,3.0,.294,1.3,2.6,.495,.466,0.6,0.7,.885,0.3,0.5,0.7,0.5,0.5,0.1,0.2,1.0,5.8
308,Anthony Morrow\morroan01,SG,31,CHI,4,0,7.5,1.3,2.3,.556,0.8,1.0,.750,0.5,1.3,.400,.722,0.8,0.8,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0
309,Donatas Motiejunas\motiedo01,PF,26,NOP,28,0,13.6,1.5,3.4,.438,0.3,1.2,.265,1.2,2.2,.532,.484,0.6,1.4,.474,0.8,2.3,3.1,1.0,0.5,0.3,1.0,1.8,4.0
310,Timofey Mozgov\mozgoti01,C,30,LAL,54,52,20.4,3.1,6.1,.515,0.0,0.0,.000,3.1,6.1,.517,.515,1.2,1.4,.808,1.9,3.0,4.9,0.8,0.3,0.6,1.3,2.5,7.4
311,Emmanuel Mudiay\mudiaem01,PG,20,DEN,49,41,26.1,3.8,10.3,.371,1.1,3.4,.315,2.8,6.9,.398,.423,2.3,3.0,.781,0.5,2.8,3.3,3.9,0.8,0.2,2.3,1.8,11.0
312,Shabazz Muhammad\muhamsh01,SF,24,MIN,68,1,19.8,3.6,7.6,.482,0.7,1.9,.359,3.0,5.7,.522,.526,1.8,2.3,.780,1.0,1.8,2.9,0.5,0.3,0.1,0.7,1.1,9.8
313,Dejounte Murray\murrade01,PG,20,SAS,37,8,8.5,1.3,3.1,.426,0.2,0.6,.391,1.1,2.5,.435,.465,0.6,0.8,.700,0.2,1.0,1.1,1.3,0.2,0.2,1.0,0.8,3.5
314,Jamal Murray\murraja01,SG,19,DEN,72,4,20.4,3.4,8.6,.399,1.4,4.1,.338,2.0,4.5,.455,.480,1.3,1.4,.874,0.5,2.0,2.5,1.8,0.6,0.3,1.3,1.5,9.5
315,Mike Muscala\muscami01,C,25,ATL,60,3,17.8,2.4,4.9,.493,0.6,1.6,.389,1.8,3.3,.543,.557,0.8,1.0,.758,1.1,2.3,3.5,1.3,0.4,0.6,0.8,1.4,6.2
316,Larry Nance Jr.\nancela02,PF,24,LAL,53,0,21.8,2.9,5.3,.541,0.1,0.4,.261,2.8,4.9,.565,.551,0.9,1.2,.762,1.7,3.7,5.3,1.5,1.3,0.6,0.9,2.3,6.8
317,Shabazz Napier\napiesh01,PG,25,POR,47,0,9.0,1.1,2.9,.384,0.6,1.6,.342,0.6,1.3,.435,.478,0.5,0.7,.727,0.1,0.9,1.0,1.3,0.6,0.0,0.7,0.6,3.3
318,Maurice Ndour\ndourma01,PF,24,NYK,23,0,7.2,0.8,1.8,.452,0.0,0.2,.200,0.8,1.6,.486,.464,0.4,0.5,.833,0.4,1.0,1.3,0.1,0.4,0.1,0.3,0.8,2.1
319,Gary Neal\nealga01,SG,32,ATL,2,0,9.0,0.0,3.5,.000,0.0,1.0,.000,0.0,2.5,.000,.000,2.0,2.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,2.0
320,Jameer Nelson\nelsoja01,PG,34,DEN,71,35,27.2,3.5,8.0,.441,1.4,3.6,.379,2.2,4.5,.491,.525,0.6,0.8,.712,0.4,2.1,2.5,5.1,0.7,0.1,1.7,2.6,9.0
321,Raul Neto\netora01,PG,24,UTA,38,0,8.3,1.0,2.2,.464,0.2,0.7,.333,0.8,1.5,.526,.518,0.2,0.2,.889,0.1,0.6,0.7,0.8,0.5,0.1,0.4,1.1,2.5
322,Georges Niang\niangge01,PF,23,IND,22,0,4.1,0.4,1.6,.250,0.0,0.5,.083,0.4,1.1,.333,.264,0.1,0.1,1.000,0.1,0.6,0.7,0.2,0.1,0.0,0.2,0.3,1.0
323,Andrew Nicholson\nichoan01,PF,27,TOT,35,0,8.6,1.2,2.9,.402,0.1,0.7,.208,1.0,2.2,.462,.426,0.3,0.4,.643,0.4,1.2,1.6,0.3,0.4,0.2,0.4,1.3,2.7
